,date,state,fips,cases,deaths
1354,2020-03-27,Louisiana,22,2746,119
1355,2020-03-27,Maine,23,168,1
1356,2020-03-27,Maryland,24,775,5
1357,2020-03-27,Massachusetts,25,3240,35
1358,2020-03-27,Michigan,26,3655,93
1359,2020-03-27,Minnesota,27,398,4
1360,2020-03-27,Mississippi,28,579,8
1361,2020-03-27,Missouri,29,670,9
1362,2020-03-27,Montana,30,121,1
1363,2020-03-27,Nebraska,31,99,2
1364,2020-03-27,Nevada,32,621,10
1365,2020-03-27,New Hampshire,33,187,2
1366,2020-03-27,New Jersey,34,8825,108
1367,2020-03-27,New Mexico,35,191,1
1368,2020-03-27,New York,36,44745,645
1369,2020-03-27,North Carolina,37,782,3
1370,2020-03-27,North Dakota,38,68,1
1371,2020-03-27,Ohio,39,1144,22
1372,2020-03-27,Oklahoma,40,322,8
1373,2020-03-27,Oregon,41,414,12
1374,2020-03-27,Pennsylvania,42,2217,23
1375,2020-03-27,Puerto Rico,72,79,3
1376,2020-03-27,Rhode Island,44,203,0
1377,2020-03-27,South Carolina,45,539,13
1378,2020-03-27,South Dakota,46,58,1
1379,2020-03-27,Tennessee,47,1180,6
1380,2020-03-27,Texas,48,1940,23
1381,2020-03-27,Utah,49,480,2
1382,2020-03-27,Vermont,50,184,10
1383,2020-03-27,Virgin Islands,78,19,0
1384,2020-03-27,Virginia,51,605,14
1385,2020-03-27,Washington,53,3770,177
1386,2020-03-27,West Virginia,54,96,0
1387,2020-03-27,Wisconsin,55,930,16
1388,2020-03-27,Wyoming,56,73,0
1389,2020-03-28,Alabama,1,720,4
1390,2020-03-28,Alaska,2,102,1
1391,2020-03-28,Arizona,4,773,15
1392,2020-03-28,Arkansas,5,409,5
1393,2020-03-28,California,6,5565,121
1394,2020-03-28,Colorado,8,2061,44
1395,2020-03-28,Connecticut,9,1524,33
1396,2020-03-28,Delaware,10,214,5
1397,2020-03-28,District of Columbia,11,304,4
1398,2020-03-28,Florida,12,4038,56
1399,2020-03-28,Georgia,13,2447,79
1400,2020-03-28,Guam,66,57,1
1401,2020-03-28,Hawaii,15,151,0
1402,2020-03-28,Idaho,16,261,5
1403,2020-03-28,Illinois,17,3547,50
1404,2020-03-28,Indiana,18,1232,31
1405,2020-03-28,Iowa,19,298,3
1406,2020-03-28,Kansas,20,271,6
1407,2020-03-28,Kentucky,21,394,9
1408,2020-03-28,Louisiana,22,3315,137
1409,2020-03-28,Maine,23,211,1
1410,2020-03-28,Maryland,24,1066,10
1411,2020-03-28,Massachusetts,25,4257,44
1412,2020-03-28,Michigan,26,4634,111
1413,2020-03-28,Minnesota,27,440,5
1414,2020-03-28,Mississippi,28,669,13
1415,2020-03-28,Missouri,29,837,10
1416,2020-03-28,Montana,30,147,1
1417,2020-03-28,Nebraska,31,121,2
1418,2020-03-28,Nevada,32,738,14
1419,2020-03-28,New Hampshire,33,214,2
1420,2020-03-28,New Jersey,34,11124,140
1421,2020-03-28,New Mexico,35,208,2
1422,2020-03-28,New York,36,53516,935
1423,2020-03-28,North Carolina,37,971,4
1424,2020-03-28,North Dakota,38,93,1
1425,2020-03-28,Northern Mariana Islands,69,2,0
1426,2020-03-28,Ohio,39,1406,25
1427,2020-03-28,Oklahoma,40,377,15
1428,2020-03-28,Oregon,41,479,13
1429,2020-03-28,Pennsylvania,42,2815,35
1430,2020-03-28,Puerto Rico,72,100,3
1431,2020-03-28,Rhode Island,44,239,2
1432,2020-03-28,South Carolina,45,660,15
1433,2020-03-28,South Dakota,46,68,1
1434,2020-03-28,Tennessee,47,1363,6
1435,2020-03-28,Texas,48,2158,29
1436,2020-03-28,Utah,49,608,2
1437,2020-03-28,Vermont,50,211,12
1438,2020-03-28,Virgin Islands,78,19,0
1439,2020-03-28,Virginia,51,739,17
1440,2020-03-28,Washington,53,4311,191
1441,2020-03-28,West Virginia,54,113,0
1442,2020-03-28,Wisconsin,55,1042,17
1443,2020-03-28,Wyoming,56,84,0
1444,2020-03-29,Alabama,1,830,5
1445,2020-03-29,Alaska,2,114,1
1446,2020-03-29,Arizona,4,929,18
1447,2020-03-29,Arkansas,5,449,6
1448,2020-03-29,California,6,6266,130
1449,2020-03-29,Colorado,8,2315,47
1450,2020-03-29,Connecticut,9,1993,34
1451,2020-03-29,Delaware,10,232,6
1452,2020-03-29,District of Columbia,11,342,5
1453,2020-03-29,Florida,12,4942,59
1454,2020-03-29,Georgia,13,2683,83
1455,2020-03-29,Guam,66,58,1
1456,2020-03-29,Hawaii,15,175,0
1457,2020-03-29,Idaho,16,310,6
1458,2020-03-29,Illinois,17,4613,70
1459,2020-03-29,Indiana,18,1514,32
1460,2020-03-29,Iowa,19,336,4
1461,2020-03-29,Kansas,20,332,7
1462,2020-03-29,Kentucky,21,439,9
1463,2020-03-29,Louisiana,22,3539,152
1464,2020-03-29,Maine,23,253,3
1465,2020-03-29,Maryland,24,1244,11
1466,2020-03-29,Massachusetts,25,4955,48
1467,2020-03-29,Michigan,26,5486,132
1468,2020-03-29,Minnesota,27,504,9
1469,2020-03-29,Mississippi,28,759,14
1470,2020-03-29,Missouri,29,902,12
1471,2020-03-29,Montana,30,161,1
1472,2020-03-29,Nebraska,31,136,2
1473,2020-03-29,Nevada,32,920,15
1474,2020-03-29,New Hampshire,33,258,3
1475,2020-03-29,New Jersey,34,13386,161
1476,2020-03-29,New Mexico,35,237,2
1477,2020-03-29,New York,36,59783,1180
1478,2020-03-29,North Carolina,37,1164,6
1479,2020-03-29,North Dakota,38,97,1
1480,2020-03-29,Northern Mariana Islands,69,2,0
1481,2020-03-29,Ohio,39,1665,30
1482,2020-03-29,Oklahoma,40,429,16
1483,2020-03-29,Oregon,41,548,13
1484,2020-03-29,Pennsylvania,42,3441,40
1485,2020-03-29,Puerto Rico,72,127,5
1486,2020-03-29,Rhode Island,44,294,3
1487,2020-03-29,South Carolina,45,774,16
1488,2020-03-29,South Dakota,46,90,1
1489,2020-03-29,Tennessee,47,1569,7
1490,2020-03-29,Texas,48,2709,35
1491,2020-03-29,Utah,49,719,2
1492,2020-03-29,Vermont,50,235,12
1493,2020-03-29,Virgin Islands,78,23,0
1494,2020-03-29,Virginia,51,889,22
1495,2020-03-29,Washington,53,4896,207
1496,2020-03-29,West Virginia,54,124,1
1497,2020-03-29,Wisconsin,55,1120,17
1498,2020-03-29,Wyoming,56,87,0
1499,2020-03-30,Alabama,1,947,11
1500,2020-03-30,Alaska,2,119,2
1501,2020-03-30,Arizona,4,1169,20
1502,2020-03-30,Arkansas,5,508,7
1503,2020-03-30,California,6,7421,146
1504,2020-03-30,Colorado,8,2628,51
1505,2020-03-30,Connecticut,9,2571,36
1506,2020-03-30,Delaware,10,264,7
1507,2020-03-30,District of Columbia,11,401,9
1508,2020-03-30,Florida,12,5694,71
1509,2020-03-30,Georgia,13,3032,102
1510,2020-03-30,Guam,66,60,1
1511,2020-03-30,Hawaii,15,204,0
1512,2020-03-30,Idaho,16,415,7
1513,2020-03-30,Illinois,17,5070,84
1514,2020-03-30,Indiana,18,1788,35
1515,2020-03-30,Iowa,19,424,6
1516,2020-03-30,Kansas,20,373,9
1517,2020-03-30,Kentucky,21,480,11
1518,2020-03-30,Louisiana,22,4024,186
1519,2020-03-30,Maine,23,275,3
1520,2020-03-30,Maryland,24,1414,15
1521,2020-03-30,Massachusetts,25,5752,56
1522,2020-03-30,Michigan,26,6508,197
1523,2020-03-30,Minnesota,27,576,10
1524,2020-03-30,Mississippi,28,848,16
1525,2020-03-30,Missouri,29,1049,13
1526,2020-03-30,Montana,30,177,4
1527,2020-03-30,Nebraska,31,185,3
1528,2020-03-30,Nevada,32,1044,18
1529,2020-03-30,New Hampshire,33,314,3
1530,2020-03-30,New Jersey,34,16636,199
1531,2020-03-30,New Mexico,35,281,4
1532,2020-03-30,New York,36,67462,1512
1533,2020-03-30,North Carolina,37,1302,6
1534,2020-03-30,North Dakota,38,108,3
1535,2020-03-30,Northern Mariana Islands,69,2,0
1536,2020-03-30,Ohio,39,1933,40
1537,2020-03-30,Oklahoma,40,481,17
1538,2020-03-30,Oregon,41,606,16
1539,2020-03-30,Pennsylvania,42,4156,48
1540,2020-03-30,Puerto Rico,72,174,6
1541,2020-03-30,Rhode Island,44,408,4
1542,2020-03-30,South Carolina,45,925,18
1543,2020-03-30,South Dakota,46,100,1
1544,2020-03-30,Tennessee,47,1721,13
1545,2020-03-30,Texas,48,3036,46
1546,2020-03-30,Utah,49,806,4
1547,2020-03-30,Vermont,50,256,12
1548,2020-03-30,Virgin Islands,78,30,0
1549,2020-03-30,Virginia,51,1020,26
1550,2020-03-30,Washington,53,5179,221
1551,2020-03-30,West Virginia,54,145,1
1552,2020-03-30,Wisconsin,55,1267,20
1553,2020-03-30,Wyoming,56,95,0
1554,2020-03-31,Alabama,1,999,13
1555,2020-03-31,Alaska,2,133,2
1556,2020-03-31,Arizona,4,1298,24
1557,2020-03-31,Arkansas,5,564,8
1558,2020-03-31,California,6,8582,183
1559,2020-03-31,Colorado,8,2990,69
1560,2020-03-31,Connecticut,9,3128,69
1561,2020-03-31,Delaware,10,319,10
1562,2020-03-31,District of Columbia,11,495,9
1563,2020-03-31,Florida,12,6741,85
1564,2020-03-31,Georgia,13,4116,125
1565,2020-03-31,Guam,66,139,2
1566,2020-03-31,Hawaii,15,224,1
1567,2020-03-31,Idaho,16,526,9
1568,2020-03-31,Illinois,17,5992,107
1569,2020-03-31,Indiana,18,2159,50
1570,2020-03-31,Iowa,19,498,7
1571,2020-03-31,Kansas,20,434,10
1572,2020-03-31,Kentucky,21,590,18
1573,2020-03-31,Louisiana,22,5237,240
1574,2020-03-31,Maine,23,303,5
1575,2020-03-31,Maryland,24,1662,18
1576,2020-03-31,Massachusetts,25,6620,89
1577,2020-03-31,Michigan,26,7629,264
1578,2020-03-31,Minnesota,27,629,12
1579,2020-03-31,Mississippi,28,937,20
1580,2020-03-31,Missouri,29,1350,15
1581,2020-03-31,Montana,30,198,5
1582,2020-03-31,Nebraska,31,193,4
1583,2020-03-31,Nevada,32,1113,26
1584,2020-03-31,New Hampshire,33,367,3
1585,2020-03-31,New Jersey,34,18696,267
1586,2020-03-31,New Mexico,35,315,5
1587,2020-03-31,New York,36,76211,1929
1588,2020-03-31,North Carolina,37,1526,10
1589,2020-03-31,North Dakota,38,126,3
1590,2020-03-31,Northern Mariana Islands,69,2,0
1591,2020-03-31,Ohio,39,2199,55
1592,2020-03-31,Oklahoma,40,566,23
1593,2020-03-31,Oregon,41,690,18
1594,2020-03-31,Pennsylvania,42,4997,72
1595,2020-03-31,Puerto Rico,72,239,8
1596,2020-03-31,Rhode Island,44,488,8
1597,2020-03-31,South Carolina,45,1083,22
1598,2020-03-31,South Dakota,46,107,1
1599,2020-03-31,Tennessee,47,2049,13
1600,2020-03-31,Texas,48,3570,57
1601,2020-03-31,Utah,49,887,5
1602,2020-03-31,Vermont,50,293,13
1603,2020-03-31,Virgin Islands,78,30,0
1604,2020-03-31,Virginia,51,1249,27
1605,2020-03-31,Washington,53,5292,226
1606,2020-03-31,West Virginia,54,162,1
1607,2020-03-31,Wisconsin,55,1351,25
1608,2020-03-31,Wyoming,56,120,0
1609,2020-04-01,Alabama,1,1106,28
1610,2020-04-01,Alaska,2,143,2
1611,2020-04-01,Arizona,4,1413,29
1612,2020-04-01,Arkansas,5,624,10
1613,2020-04-01,California,6,9816,212
1614,2020-04-01,Colorado,8,3346,80
1615,2020-04-01,Connecticut,9,3557,85
1616,2020-04-01,Delaware,10,368,11
1617,2020-04-01,District of Columbia,11,586,11
1618,2020-04-01,Florida,12,7765,100
1619,2020-04-01,Georgia,13,4747,154
1620,2020-04-01,Guam,66,147,3
1621,2020-04-01,Hawaii,15,258,1
1622,2020-04-01,Idaho,16,669,9
1623,2020-04-01,Illinois,17,6978,146
1624,2020-04-01,Indiana,18,2564,65
1625,2020-04-01,Iowa,19,549,9
1626,2020-04-01,Kansas,20,488,11
1627,2020-04-01,Kentucky,21,674,20
1628,2020-04-01,Louisiana,22,6424,273
1629,2020-04-01,Maine,23,344,7
1630,2020-04-01,Maryland,24,1985,33
1631,2020-04-01,Massachusetts,25,7738,122
1632,2020-04-01,Michigan,26,9292,336
1633,2020-04-01,Minnesota,27,689,17
1634,2020-04-01,Mississippi,28,1073,22
1635,2020-04-01,Missouri,29,1580,18
1636,2020-04-01,Montana,30,217,5
1637,2020-04-01,Nebraska,31,249,5
1638,2020-04-01,Nevada,32,1279,32
1639,2020-04-01,New Hampshire,33,415,4
1640,2020-04-01,New Jersey,34,22255,355
1641,2020-04-01,New Mexico,35,363,6
1642,2020-04-01,New York,36,84363,2415
1643,2020-04-01,North Carolina,37,1580,11
1644,2020-04-01,North Dakota,38,147,3
1645,2020-04-01,Northern Mariana Islands,69,6,1
1646,2020-04-01,Ohio,39,2547,65
1647,2020-04-01,Oklahoma,40,719,30
1648,2020-04-01,Oregon,41,736,19
1649,2020-04-01,Pennsylvania,42,5805,74
1650,2020-04-01,Puerto Rico,72,286,11
1651,2020-04-01,Rhode Island,44,566,10
1652,2020-04-01,South Carolina,45,1293,26
1653,2020-04-01,South Dakota,46,128,2
1654,2020-04-01,Tennessee,47,2689,23
1655,2020-04-01,Texas,48,4255,63
1656,2020-04-01,Utah,49,1012,7
1657,2020-04-01,Vermont,50,321,16
1658,2020-04-01,Virgin Islands,78,30,0
1659,2020-04-01,Virginia,51,1511,34
1660,2020-04-01,Washington,53,5588,249
1661,2020-04-01,West Virginia,54,191,2
1662,2020-04-01,Wisconsin,55,1550,33
1663,2020-04-01,Wyoming,56,137,0
1664,2020-04-02,Alabama,1,1270,32
1665,2020-04-02,Alaska,2,146,2
1666,2020-04-02,Arizona,4,1600,35
1667,2020-04-02,Arkansas,5,683,12
1668,2020-04-02,California,6,11190,247
1669,2020-04-02,Colorado,8,3728,96
1670,2020-04-02,Connecticut,9,3824,112
1671,2020-04-02,Delaware,10,393,12
1672,2020-04-02,District of Columbia,11,653,12
1673,2020-04-02,Florida,12,9000,144
1674,2020-04-02,Georgia,13,5444,176
1675,2020-04-02,Guam,66,152,3
1676,2020-04-02,Hawaii,15,283,2
1677,2020-04-02,Idaho,16,890,9
1678,2020-04-02,Illinois,17,7695,165
1679,2020-04-02,Indiana,18,3040,78
1680,2020-04-02,Iowa,19,614,11
1681,2020-04-02,Kansas,20,554,14
1682,2020-04-02,Kentucky,21,747,34
1683,2020-04-02,Louisiana,22,9152,310
1684,2020-04-02,Maine,23,376,7
1685,2020-04-02,Maryland,24,2331,36
1686,2020-04-02,Massachusetts,25,8966,154
1687,2020-04-02,Michigan,26,10791,417
1688,2020-04-02,Minnesota,27,742,18
1689,2020-04-02,Mississippi,28,1177,26
1690,2020-04-02,Missouri,29,1834,24
1691,2020-04-02,Montana,30,241,5
1692,2020-04-02,Nebraska,31,273,6
1693,2020-04-02,Nevada,32,1458,38
1694,2020-04-02,New Hampshire,33,479,5
1695,2020-04-02,New Jersey,34,25590,539
1696,2020-04-02,New Mexico,35,403,7
1697,2020-04-02,New York,36,92971,2963
1698,2020-04-02,North Carolina,37,1857,17
1699,2020-04-02,North Dakota,38,159,3
1700,2020-04-02,Northern Mariana Islands,69,8,1
1701,2020-04-02,Ohio,39,2902,81
1702,2020-04-02,Oklahoma,40,879,34
1703,2020-04-02,Oregon,41,826,21
1704,2020-04-02,Pennsylvania,42,7016,90
1705,2020-04-02,Puerto Rico,72,316,12
1706,2020-04-02,Rhode Island,44,657,12
1707,2020-04-02,South Carolina,45,1554,31
1708,2020-04-02,South Dakota,46,165,2
1709,2020-04-02,Tennessee,47,2868,32
1710,2020-04-02,Texas,48,4880,79
1711,2020-04-02,Utah,49,1077,7
1712,2020-04-02,Vermont,50,338,17
1713,2020-04-02,Virgin Islands,78,37,0
1714,2020-04-02,Virginia,51,1705,41
1715,2020-04-02,Washington,53,6585,272
1716,2020-04-02,West Virginia,54,217,2
1717,2020-04-02,Wisconsin,55,1730,37
1718,2020-04-02,Wyoming,56,153,0
1719,2020-04-03,Alabama,1,1535,38
1720,2020-04-03,Alaska,2,156,2
1721,2020-04-03,Arizona,4,1769,41
1722,2020-04-03,Arkansas,5,738,12
1723,2020-04-03,California,6,12569,282
1724,2020-04-03,Colorado,8,4182,110
1725,2020-04-03,Connecticut,9,4915,132
1726,2020-04-03,Delaware,10,450,14
1727,2020-04-03,District of Columbia,11,757,15
1728,2020-04-03,Florida,12,10260,169
1729,2020-04-03,Georgia,13,5967,198
1730,2020-04-03,Guam,66,154,4
1731,2020-04-03,Hawaii,15,317,3
1732,2020-04-03,Idaho,16,1012,10
1733,2020-04-03,Illinois,17,8904,211
1734,2020-04-03,Indiana,18,3439,102
1735,2020-04-03,Iowa,19,699,11
1736,2020-04-03,Kansas,20,624,19
1737,2020-04-03,Kentucky,21,762,34
1738,2020-04-03,Louisiana,22,10299,370
1739,2020-04-03,Maine,23,432,9
1740,2020-04-03,Maryland,24,2758,42
1741,2020-04-03,Massachusetts,25,10402,192
1742,2020-04-03,Michigan,26,12669,478
1743,2020-04-03,Minnesota,27,789,22
1744,2020-04-03,Mississippi,28,1358,29
1745,2020-04-03,Missouri,29,2113,31
1746,2020-04-03,Montana,30,262,5
1747,2020-04-03,Nebraska,31,296,6
1748,2020-04-03,Nevada,32,1549,43
1749,2020-04-03,New Hampshire,33,540,7
1750,2020-04-03,New Jersey,34,29895,647
1751,2020-04-03,New Mexico,35,495,10
1752,2020-04-03,New York,36,103651,3716
1753,2020-04-03,North Carolina,37,2093,19
1754,2020-04-03,North Dakota,38,173,3
1755,2020-04-03,Northern Mariana Islands,69,8,1
1756,2020-04-03,Ohio,39,3312,91
1757,2020-04-03,Oklahoma,40,987,38
1758,2020-04-03,Oregon,41,899,22
1759,2020-04-03,Pennsylvania,42,8420,102
1760,2020-04-03,Puerto Rico,72,378,15
1761,2020-04-03,Rhode Island,44,711,14
1762,2020-04-03,South Carolina,45,1700,34
1763,2020-04-03,South Dakota,46,187,2
1764,2020-04-03,Tennessee,47,3032,36
1765,2020-04-03,Texas,48,5669,97
1766,2020-04-03,Utah,49,1248,7
1767,2020-04-03,Vermont,50,389,17
1768,2020-04-03,Virgin Islands,78,38,0
1769,2020-04-03,Virginia,51,2011,46
1770,2020-04-03,Washington,53,6966,293
1771,2020-04-03,West Virginia,54,242,2
1772,2020-04-03,Wisconsin,55,1916,49
1773,2020-04-03,Wyoming,56,166,0
1774,2020-04-04,Alabama,1,1632,44
1775,2020-04-04,Alaska,2,169,3
1776,2020-04-04,Arizona,4,2019,53
1777,2020-04-04,Arkansas,5,743,14
1778,2020-04-04,California,6,13796,323
1779,2020-04-04,Colorado,8,4574,126
1780,2020-04-04,Connecticut,9,5276,165
1781,2020-04-04,Delaware,10,593,14
1782,2020-04-04,District of Columbia,11,902,21
1783,2020-04-04,Florida,12,11537,194
1784,2020-04-04,Georgia,13,6383,208
1785,2020-04-04,Guam,66,223,4
1786,2020-04-04,Hawaii,15,349,3
1787,2020-04-04,Idaho,16,1076,10
1788,2020-04-04,Illinois,17,10357,248
1789,2020-04-04,Indiana,18,3955,116
1790,2020-04-04,Iowa,19,786,11
1791,2020-04-04,Kansas,20,701,21
1792,2020-04-04,Kentucky,21,909,40
1793,2020-04-04,Louisiana,22,12500,412
1794,2020-04-04,Maine,23,456,10
1795,2020-04-04,Maryland,24,3125,54
1796,2020-04-04,Massachusetts,25,11736,216
1797,2020-04-04,Michigan,26,14225,540
1798,2020-04-04,Minnesota,27,865,24
1799,2020-04-04,Mississippi,28,1455,35
1800,2020-04-04,Missouri,29,2291,44
1801,2020-04-04,Montana,30,281,6
1802,2020-04-04,Nebraska,31,339,8
1803,2020-04-04,Nevada,32,1758,46
1804,2020-04-04,New Hampshire,33,621,9
1805,2020-04-04,New Jersey,34,34124,847
1806,2020-04-04,New Mexico,35,543,11
1807,2020-04-04,New York,36,115963,4535
1808,2020-04-04,North Carolina,37,2402,30
1809,2020-04-04,North Dakota,38,186,3
1810,2020-04-04,Northern Mariana Islands,69,8,1
1811,2020-04-04,Ohio,39,3739,102
1812,2020-04-04,Oklahoma,40,1159,42
1813,2020-04-04,Oregon,41,999,26
1814,2020-04-04,Pennsylvania,42,10109,139
1815,2020-04-04,Puerto Rico,72,452,18
1816,2020-04-04,Rhode Island,44,806,17
1817,2020-04-04,South Carolina,45,1917,40
1818,2020-04-04,South Dakota,46,212,2
1819,2020-04-04,Tennessee,47,3265,47
1820,2020-04-04,Texas,48,6566,124
1821,2020-04-04,Utah,49,1426,8
1822,2020-04-04,Vermont,50,461,20
1823,2020-04-04,Virgin Islands,78,42,0
1824,2020-04-04,Virginia,51,2406,52
1825,2020-04-04,Washington,53,7498,318
1826,2020-04-04,West Virginia,54,282,2
1827,2020-04-04,Wisconsin,55,2112,60
1828,2020-04-04,Wyoming,56,188,0
1829,2020-04-05,Alabama,1,1840,45
1830,2020-04-05,Alaska,2,183,4
1831,2020-04-05,Arizona,4,2269,64
1832,2020-04-05,Arkansas,5,853,16
1833,2020-04-05,California,6,15076,349
1834,2020-04-05,Colorado,8,4950,140
1835,2020-04-05,Connecticut,9,5675,189
1836,2020-04-05,Delaware,10,673,14
1837,2020-04-05,District of Columbia,11,998,22
1838,2020-04-05,Florida,12,12342,220
1839,2020-04-05,Georgia,13,6742,219
1840,2020-04-05,Guam,66,265,4
1841,2020-04-05,Hawaii,15,369,4
1842,2020-04-05,Idaho,16,1100,10
1843,2020-04-05,Illinois,17,11276,282
1844,2020-04-05,Indiana,18,4413,127
1845,2020-04-05,Iowa,19,868,22
1846,2020-04-05,Kansas,20,763,23
1847,2020-04-05,Kentucky,21,1048,44
1848,2020-04-05,Louisiana,22,13014,477
1849,2020-04-05,Maine,23,470,10
1850,2020-04-05,Maryland,24,3609,68
1851,2020-04-05,Massachusetts,25,12500,231
1852,2020-04-05,Michigan,26,15633,616
1853,2020-04-05,Minnesota,27,935,29
1854,2020-04-05,Mississippi,28,1638,43
1855,2020-04-05,Missouri,29,2367,52
1856,2020-04-05,Montana,30,298,6
1857,2020-04-05,Nebraska,31,376,8
1858,2020-04-05,Nevada,32,1880,46
1859,2020-04-05,New Hampshire,33,669,9
1860,2020-04-05,New Jersey,34,37505,917
1861,2020-04-05,New Mexico,35,624,12
1862,2020-04-05,New York,36,124085,5335
1863,2020-04-05,North Carolina,37,2585,37
1864,2020-04-05,North Dakota,38,207,3
1865,2020-04-05,Northern Mariana Islands,69,8,1
1866,2020-04-05,Ohio,39,4043,119
1867,2020-04-05,Oklahoma,40,1251,46
1868,2020-04-05,Oregon,41,1068,27
1869,2020-04-05,Pennsylvania,42,11589,159
1870,2020-04-05,Puerto Rico,72,475,20
1871,2020-04-05,Rhode Island,44,922,25
1872,2020-04-05,South Carolina,45,2049,44
1873,2020-04-05,South Dakota,46,240,2
1874,2020-04-05,Tennessee,47,3538,50
1875,2020-04-05,Texas,48,7091,136
1876,2020-04-05,Utah,49,1618,8
1877,2020-04-05,Vermont,50,512,22
1878,2020-04-05,Virgin Islands,78,42,0
1879,2020-04-05,Virginia,51,2636,52
1880,2020-04-05,Washington,53,7984,344
1881,2020-04-05,West Virginia,54,324,3
1882,2020-04-05,Wisconsin,55,2267,73
1883,2020-04-05,Wyoming,56,200,0
1884,2020-04-06,Alabama,1,2005,53
1885,2020-04-06,Alaska,2,189,4
1886,2020-04-06,Arizona,4,2465,67
1887,2020-04-06,Arkansas,5,927,16
1888,2020-04-06,California,6,16284,386
1889,2020-04-06,Colorado,8,5172,150
1890,2020-04-06,Connecticut,9,6906,206
1891,2020-04-06,Delaware,10,783,15
1892,2020-04-06,District of Columbia,11,1097,24
1893,2020-04-06,Florida,12,13621,253
1894,2020-04-06,Georgia,13,7558,294
1895,2020-04-06,Guam,66,266,4
1896,2020-04-06,Hawaii,15,385,5
1897,2020-04-06,Idaho,16,1170,13
1898,2020-04-06,Illinois,17,12262,309
1899,2020-04-06,Indiana,18,4956,141
1900,2020-04-06,Iowa,19,946,25
1901,2020-04-06,Kansas,20,853,25
1902,2020-04-06,Kentucky,21,1057,52
1903,2020-04-06,Louisiana,22,14867,512
1904,2020-04-06,Maine,23,499,10
1905,2020-04-06,Maryland,24,4045,92
1906,2020-04-06,Massachusetts,25,13837,260
1907,2020-04-06,Michigan,26,17129,727
1908,2020-04-06,Minnesota,27,986,30
1909,2020-04-06,Mississippi,28,1738,51
1910,2020-04-06,Missouri,29,2722,56
1911,2020-04-06,Montana,30,319,6
1912,2020-04-06,Nebraska,31,437,10
1913,2020-04-06,Nevada,32,1971,58
1914,2020-04-06,New Hampshire,33,715,9
1915,2020-04-06,New Jersey,34,41090,1005
1916,2020-04-06,New Mexico,35,686,12
1917,2020-04-06,New York,36,132061,6130
1918,2020-04-06,North Carolina,37,2870,40
1919,2020-04-06,North Dakota,38,225,3
1920,2020-04-06,Northern Mariana Islands,69,8,1
1921,2020-04-06,Ohio,39,4450,142
1922,2020-04-06,Oklahoma,40,1326,51
1923,2020-04-06,Oregon,41,1132,29
1924,2020-04-06,Pennsylvania,42,13074,169
1925,2020-04-06,Puerto Rico,72,513,21
1926,2020-04-06,Rhode Island,44,1082,27
1927,2020-04-06,South Carolina,45,2232,48
1928,2020-04-06,South Dakota,46,288,4
1929,2020-04-06,Tennessee,47,3753,65
1930,2020-04-06,Texas,48,8104,159
1931,2020-04-06,Utah,49,1662,13
1932,2020-04-06,Vermont,50,543,23
1933,2020-04-06,Virgin Islands,78,43,1
1934,2020-04-06,Virginia,51,2877,54
1935,2020-04-06,Washington,53,8384,383
1936,2020-04-06,West Virginia,54,345,4
1937,2020-04-06,Wisconsin,55,2440,83
1938,2020-04-06,Wyoming,56,212,0
1939,2020-04-07,Alabama,1,2197,64
1940,2020-04-07,Alaska,2,211,4
1941,2020-04-07,Arizona,4,2575,77
1942,2020-04-07,Arkansas,5,997,18
1943,2020-04-07,California,6,17540,447
1944,2020-04-07,Colorado,8,5429,179
1945,2020-04-07,Connecticut,9,7781,277
1946,2020-04-07,Delaware,10,928,16
1947,2020-04-07,District of Columbia,11,1211,24
1948,2020-04-07,Florida,12,14739,295
1949,2020-04-07,Georgia,13,9156,348
1950,2020-04-07,Guam,66,274,4
1951,2020-04-07,Hawaii,15,408,5
1952,2020-04-07,Idaho,16,1210,15
1953,2020-04-07,Illinois,17,13549,384
1954,2020-04-07,Indiana,18,5507,173
1955,2020-04-07,Iowa,19,1048,26
1956,2020-04-07,Kansas,20,905,30
1957,2020-04-07,Kentucky,21,1289,66
1958,2020-04-07,Louisiana,22,16284,582
1959,2020-04-07,Maine,23,519,12
1960,2020-04-07,Maryland,24,4371,104
1961,2020-04-07,Massachusetts,25,15202,356
1962,2020-04-07,Michigan,26,18851,845
1963,2020-04-07,Minnesota,27,1069,34
1964,2020-04-07,Mississippi,28,1915,59
1965,2020-04-07,Missouri,29,3037,79
1966,2020-04-07,Montana,30,319,6
1967,2020-04-07,Nebraska,31,490,12
1968,2020-04-07,Nevada,32,2101,60
1969,2020-04-07,New Hampshire,33,747,13
1970,2020-04-07,New Jersey,34,44416,1232
1971,2020-04-07,New Mexico,35,794,13
1972,2020-04-07,New York,36,141703,7185
1973,2020-04-07,North Carolina,37,3220,50
1974,2020-04-07,North Dakota,38,237,4
1975,2020-04-07,Northern Mariana Islands,69,8,2
1976,2020-04-07,Ohio,39,4783,167
1977,2020-04-07,Oklahoma,40,1470,67
1978,2020-04-07,Oregon,41,1181,33
1979,2020-04-07,Pennsylvania,42,14582,240
1980,2020-04-07,Puerto Rico,72,573,23
1981,2020-04-07,Rhode Island,44,1229,30
1982,2020-04-07,South Carolina,45,2417,51
1983,2020-04-07,South Dakota,46,320,6
1984,2020-04-07,Tennessee,47,4010,72
1985,2020-04-07,Texas,48,8968,177
